Building Name,Building Address,address_info,latitude,longitude
CARLTON HOTEL,"76 BRAS BASAH ROAD, SINGAPORE 189558","[{'address_components': [{'long_name': '76', 'short_name': '76', 'types': ['street_number']}, {'long_name': 'Bras Basah Road', 'short_name': 'Bras Basah Rd', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '189558', 'short_name': '189558', 'types': ['postal_code']}], 'formatted_address': '76 Bras Basah Rd, Singapore 189558', 'geometry': {'bounds': {'northeast': {'lat': 1.2960113, 'lng': 103.853404}, 'southwest': {'lat': 1.2953646, 'lng': 103.8526787}}, 'location': {'lat': 1.2956231, 'lng': 103.8530427}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.297016080291502, 'lng': 103.8543903302915}, 'southwest': {'lat': 1.294318119708498, 'lng': 103.8516923697085}}}, 'place_id': 'ChIJ36vBVqQZ2jERS9x7-M-ThAg', 'types': ['premise']}]",1.2956231,103.8530427
ORCHID HOTEL,"1 TRAS LINK, SINGAPORE 078867","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Tras Link', 'short_name': 'Tras Link', 'types': ['route']}, {'long_name': 'Outram', 'short_name': 'Outram', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '078867', 'short_name': '078867', 'types': ['postal_code']}], 'formatted_address': '1 Tras Link, Singapore 078867', 'geometry': {'location': {'lat': 1.2767892, 'lng': 103.8436465}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.278244930291502, 'lng': 103.8452600302915}, 'southwest': {'lat': 1.275546969708498, 'lng': 103.8425620697085}}}, 'place_id': 'ChIJ3aIo22wZ2jERr6Tv-yPv44o', 'types': ['premise']}]",1.2767892,103.8436465
HOTEL CHANCELLOR @ ORCHARD,"28 CAVENAGH ROAD, SINGAPORE 229635","[{'address_components': [{'long_name': '28', 'short_name': '28', 'types': ['street_number']}, {'long_name': 'Cavenagh Road', 'short_name': 'Cavenagh Rd', 'types': ['route']}, {'long_name': 'Orchard', 'short_name': 'Orchard', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '228751', 'short_name': '228751', 'types': ['postal_code']}], 'formatted_address': '28 Cavenagh Rd, Singapore 228751', 'geometry': {'location': {'lat': 1.3011397, 'lng': 103.8420459}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.302666630291502, 'lng': 103.8433783802915}, 'southwest': {'lat': 1.299968669708498, 'lng': 103.8406804197085}}}, 'place_id': 'ChIJoT0fVJYZ2jERke0f5xJzyW8', 'plus_code': {'compound_code': '8R2R+FR Singapore', 'global_code': '6PH58R2R+FR'}, 'types': ['street_address']}]",1.3011397,103.8420459
"PARKROYAL COLLECTION PICKERING, SINGAPORE","3 UPPER PICKERING STREET, SINGAPORE 058289","[{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Upper Pickering Street', 'short_name': 'Upper Pickering St', 'types': ['route']}, {'long_name': 'Outram', 'short_name': 'Outram', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '058289', 'short_name': '058289', 'types': ['postal_code']}], 'formatted_address': '3 Upper Pickering St, Singapore 058289', 'geometry': {'bounds': {'northeast': {'lat': 1.2862855, 'lng': 103.8469755}, 'southwest': {'lat': 1.2851962, 'lng': 103.8452825}}, 'location': {'lat': 1.2854888, 'lng': 103.8463833}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.287089830291502, 'lng': 103.8474779802915}, 'southwest': {'lat': 1.284391869708498, 'lng': 103.8447800197085}}}, 'place_id': 'ChIJC2ktFQsZ2jERSmIhh0pkgUk', 'types': ['premise']}]",1.2854888,103.8463833
YEW TEE SQUARE,"623 CHOA CHU KANG STREET 62, SINGAPORE 680623","[{'address_components': [{'long_name': '623', 'short_name': '623', 'types': ['street_number']}, {'long_name': 'Choa Chu Kang Street 62', 'short_name': 'Choa Chu Kang Street 62', 'types': ['route']}, {'long_name': 'Choa Chu Kang', 'short_name': 'Choa Chu Kang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '680623', 'short_name': '680623', 'types': ['postal_code']}], 'formatted_address': '623 Choa Chu Kang Street 62, Singapore 680623', 'geometry': {'location': {'lat': 1.3981564, 'lng': 103.7471165}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.399551130291502, 'lng': 103.7483894302915}, 'southwest': {'lat': 1.396853169708498, 'lng': 103.7456914697085}}}, 'place_id': 'ChIJx4SrEPQR2jEREAAOCS2XWco', 'plus_code': {'compound_code': '9PXW+7R Singapore', 'global_code': '6PH59PXW+7R'}, 'types': ['street_address']}]",1.3981564,103.7471165
WESTGATE TOWER,"1 GATEWAY DRIVE, SINGAPORE 608531","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Gateway Drive', 'short_name': 'Gateway Dr', 'types': ['route']}, {'long_name': 'Jurong East', 'short_name': 'Jurong East', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '608531', 'short_name': '608531', 'types': ['postal_code']}], 'formatted_address': '1 Gateway Dr, Singapore 608531', 'geometry': {'location': {'lat': 1.3342941, 'lng': 103.7428917}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.335919130291502, 'lng': 103.7440126802915}, 'southwest': {'lat': 1.333221169708498, 'lng': 103.7413147197085}}}, 'place_id': 'ChIJa_tkrg8Q2jERAREgYGNzJdM', 'plus_code': {'compound_code': '8PMV+P5 Singapore', 'global_code': '6PH58PMV+P5'}, 'types': ['street_address']}]",1.3342941,103.7428917
THE MENDEL,"12 SCIENCE PARK DRIVE, SINGAPORE 118225","[{'address_components': [{'long_name': '12', 'short_name': '12', 'types': ['street_number']}, {'long_name': 'Science Park Drive', 'short_name': 'Science Park Dr', 'types': ['route']}, {'long_name': 'Queenstown', 'short_name': 'Queenstown', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '118225', 'short_name': '118225', 'types': ['postal_code']}], 'formatted_address': '12 Science Park Dr, Singapore 118225', 'geometry': {'location': {'lat': 1.290013, 'lng': 103.7867301}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.291423830291502, 'lng': 103.7881863802915}, 'southwest': {'lat': 1.288725869708498, 'lng': 103.7854884197085}}}, 'place_id': 'ChIJp02FqFIa2jERYBxQRmnvpq8', 'types': ['premise']}]",1.290013,103.7867301
CINTECH II BUILDING,"75 SCIENCE PARK DRIVE, SINGAPORE 118255","[{'address_components': [{'long_name': 'Singapore Science Park 1', 'short_name': 'Singapore Science Park 1', 'types': ['premise']}, {'long_name': '75', 'short_name': '75', 'types': ['street_number']}, {'long_name': 'Science Park Drive', 'short_name': 'Science Park Dr', 'types': ['route']}, {'long_name': 'Queenstown', 'short_name': 'Queenstown', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '118255', 'short_name': '118255', 'types': ['postal_code']}], 'formatted_address': '75 Science Park Dr, Singapore Science Park 1, Singapore 118255', 'geometry': {'bounds': {'northeast': {'lat': 1.2905155, 'lng': 103.7908167}, 'southwest': {'lat': 1.2898671, 'lng': 103.7897271}}, 'location': {'lat': 1.2901388, 'lng': 103.7900368}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.291540280291502, 'lng': 103.7916208802915}, 'southwest': {'lat': 1.288842319708498, 'lng': 103.7889229197085}}}, 'place_id': 'ChIJX9rx20wa2jERxwIYWIt1DIA', 'types': ['premise']}]",1.2901388,103.7900368
OASIS,"87 SCIENCE PARK DRIVE, SINGAPORE 118260","[{'address_components': [{'long_name': '87', 'short_name': '87', 'types': ['street_number']}, {'long_name': 'Science Park Drive', 'short_name': 'Science Park Dr', 'types': ['route']}, {'long_name': 'Queenstown', 'short_name': 'Queenstown', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '118260', 'short_name': '118260', 'types': ['postal_code']}], 'formatted_address': '87 Science Park Dr, Singapore 118260', 'geometry': {'location': {'lat': 1.2878135, 'lng': 103.7904914}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.289245980291502, 'lng': 103.7917685802915}, 'southwest': {'lat': 1.286548019708498, 'lng': 103.7890706197085}}}, 'place_id': 'ChIJH7acELMb2jER8IVKrOPIxXI', 'plus_code': {'compound_code': '7QQR+45 Singapore', 'global_code': '6PH57QQR+45'}, 'types': ['street_address']}]",1.2878135,103.7904914
THE RUTHERFORD,"89 SCIENCE PARK DRIVE, SINGAPORE 118261","[{'address_components': [{'long_name': 'Singapore Science Park 1', 'short_name': 'Singapore Science Park 1', 'types': ['premise']}, {'long_name': '89', 'short_name': '89', 'types': ['street_number']}, {'long_name': 'Science Park Drive', 'short_name': 'Science Park Dr', 'types': ['route']}, {'long_name': 'Queenstown', 'short_name': 'Queenstown', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '118261', 'short_name': '118261', 'types': ['postal_code']}], 'formatted_address': '89 Science Park Dr, Singapore Science Park 1, Singapore 118261', 'geometry': {'location': {'lat': 1.2881433, 'lng': 103.7913248}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.289491080291502, 'lng': 103.7926746302915}, 'southwest': {'lat': 1.286793119708498, 'lng': 103.7899766697085}}}, 'place_id': 'ChIJr-SSarMb2jER-KMxtQjrFR0', 'types': ['subpremise']}]",1.2881433,103.7913248
NEXUS @ONE-NORTH,"3 FUSIONOPOLIS LINK, SINGAPORE 138543","[{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Fusionopolis Link', 'short_name': 'Fusionopolis Link', 'types': ['route']}, {'long_name': 'Queenstown', 'short_name': 'Queenstown', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '138542', 'short_name': '138542', 'types': ['postal_code']}], 'formatted_address': '3 Fusionopolis Link, Singapore 138542', 'geometry': {'bounds': {'northeast': {'lat': 1.2995479, 'lng': 103.7900596}, 'southwest': {'lat': 1.2983686, 'lng': 103.7893848}}, 'location': {'lat': 1.2991174, 'lng': 103.7896595}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.300307230291502, 'lng': 103.7910652802915}, 'southwest': {'lat': 1.297609269708498, 'lng': 103.7883673197085}}}, 'place_id': 'ChIJ1SUogEUa2jERiFttpXCxIXo', 'types': ['premise']}]",1.2991174,103.7896595
NEUROS,"8 BIOMEDICAL GROVE, SINGAPORE 138665","[{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Biomedical Grove', 'short_name': 'Biomedical Grove', 'types': ['route']}, {'long_name': 'Queenstown', 'short_name': 'Queenstown', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '138665', 'short_name': '138665', 'types': ['postal_code']}], 'formatted_address': '8 Biomedical Grove, Singapore 138665', 'geometry': {'location': {'lat': 1.3022187, 'lng': 103.7931081}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.303491780291502, 'lng': 103.7947943802915}, 'southwest': {'lat': 1.300793819708498, 'lng': 103.7920964197085}}}, 'place_id': 'ChIJ2cq5mEYa2jER9bOGCNKl2dI', 'plus_code': {'compound_code': '8Q2V+V6 Singapore', 'global_code': '6PH58Q2V+V6'}, 'types': ['street_address']}]",1.3022187,103.7931081
THOMSON PLAZA,"301 UPPER THOMSON ROAD, SINGAPORE 574408","[{'address_components': [{'long_name': '301', 'short_name': '301', 'types': ['street_number']}, {'long_name': 'Upper Thomson Road', 'short_name': 'Upper Thomson Rd', 'types': ['route']}, {'long_name': 'Bishan', 'short_name': 'Bishan', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '574408', 'short_name': '574408', 'types': ['postal_code']}], 'formatted_address': '301 Upper Thomson Rd, Singapore 574408', 'geometry': {'bounds': {'northeast': {'lat': 1.3553057, 'lng': 103.831681}, 'southwest': {'lat': 1.3540864, 'lng': 103.8302835}}, 'location': {'lat': 1.3548586, 'lng': 103.8308906}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.356045030291502, 'lng': 103.8323574802915}, 'southwest': {'lat': 1.353347069708498, 'lng': 103.8296595197085}}}, 'place_id': 'ChIJa1EZKDAX2jERRN6AU6ZHBDA', 'types': ['premise']}]",1.3548586,103.8308906
MAS BUILDING,"10 SHENTON WAY, SINGAPORE 079117","[{'address_components': [{'long_name': 'MAS Building', 'short_name': 'MAS Building', 'types': ['premise']}, {'long_name': '10', 'short_name': '10', 'types': ['street_number']}, {'long_name': 'Shenton Way', 'short_name': 'Shenton Wy', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '079117', 'short_name': '079117', 'types': ['postal_code']}], 'formatted_address': '10 Shenton Wy, MAS Building, Singapore 079117', 'geometry': {'bounds': {'northeast': {'lat': 1.2752213, 'lng': 103.8471402}, 'southwest': {'lat': 1.2744139, 'lng': 103.8463377}}, 'location': {'lat': 1.2747535, 'lng': 103.8466794}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.276017580291502, 'lng': 103.8481265302915}, 'southwest': {'lat': 1.273319619708498, 'lng': 103.8454285697085}}}, 'place_id': 'ChIJE4V8nBQZ2jERiuiE01WwPDU', 'types': ['premise']}]",1.2747535,103.8466794
CURRENCY HOUSE,"109 PASIR PANJANG ROAD, SINGAPORE 118536","[{'address_components': [{'long_name': 'Currency House', 'short_name': 'Currency House', 'types': ['premise']}, {'long_name': '109', 'short_name': '109', 'types': ['street_number']}, {'long_name': 'Pasir Panjang Road', 'short_name': 'Pasir Panjang Rd', 'types': ['route']}, {'long_name': 'Queenstown', 'short_name': 'Queenstown', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '118536', 'short_name': '118536', 'types': ['postal_code']}], 'formatted_address': '109 Pasir Panjang Rd, Currency House, Singapore 118536', 'geometry': {'bounds': {'northeast': {'lat': 1.275298, 'lng': 103.7937369}, 'southwest': {'lat': 1.274557, 'lng': 103.7928418}}, 'location': {'lat': 1.2749643, 'lng': 103.7933181}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.276276480291502, 'lng': 103.7946383302915}, 'southwest': {'lat': 1.273578519708498, 'lng': 103.7919403697085}}}, 'place_id': 'ChIJfdcXrr4b2jERXVhiAXzWP0Q', 'types': ['premise']}]",1.2749643,103.7933181
TEMPCO TECHNOMINIUM,"16 AYER RAJAH CRESCENT, SINGAPORE 139965","[{'address_components': [{'long_name': '16', 'short_name': '16', 'types': ['street_number']}, {'long_name': 'Ayer Rajah Crescent', 'short_name': 'Ayer Rajah Crescent', 'types': ['route']}, {'long_name': 'Queenstown', 'short_name': 'Queenstown', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '139965', 'short_name': '139965', 'types': ['postal_code']}], 'formatted_address': '16 Ayer Rajah Crescent, Singapore 139965', 'geometry': {'location': {'lat': 1.2957232, 'lng': 103.7888117}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.297110830291502, 'lng': 103.7901012802915}, 'southwest': {'lat': 1.294412869708498, 'lng': 103.7874033197085}}}, 'place_id': 'ChIJq9gzTE4a2jERLGkgVF9SesA', 'plus_code': {'compound_code': '7QWQ+7G Singapore', 'global_code': '6PH57QWQ+7G'}, 'types': ['street_address']}]",1.2957232,103.7888117
GUTHRIE HOUSE,"1 FIFTH AVENUE, SINGAPORE 268802","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Fifth Avenue', 'short_name': 'Fifth Ave.', 'types': ['route']}, {'long_name': 'Bukit Timah', 'short_name': 'Bukit Timah', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '268802', 'short_name': '268802', 'types': ['postal_code']}], 'formatted_address': '1 Fifth Ave., Singapore 268802', 'geometry': {'bounds': {'northeast': {'lat': 1.3312016, 'lng': 103.7959805}, 'southwest': {'lat': 1.3305296, 'lng': 103.7954246}}, 'location': {'lat': 1.330842, 'lng': 103.7956359}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.332197080291502, 'lng': 103.7970515302915}, 'southwest': {'lat': 1.329499119708498, 'lng': 103.7943535697085}}}, 'place_id': 'ChIJTR6bKJ8Q2jERtIiYTyunR08', 'types': ['premise']}]",1.330842,103.7956359
TAMPINES PLAZA 1,"3 TAMPINES CENTRAL 1, SINGAPORE 529540","[{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Tampines Central 1', 'short_name': 'Tampines Central 1', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '529540', 'short_name': '529540', 'types': ['postal_code']}], 'formatted_address': '3 Tampines Central 1, Singapore 529540', 'geometry': {'bounds': {'northeast': {'lat': 1.3528373, 'lng': 103.9431216}, 'southwest': {'lat': 1.3524974, 'lng': 103.9427914}}, 'location': {'lat': 1.3526673, 'lng': 103.9429565}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.354016330291502, 'lng': 103.9443652802915}, 'southwest': {'lat': 1.351318369708498, 'lng': 103.9416673197085}}}, 'place_id': 'ChIJc4wIGBI92jERP7AcLqHR8t0', 'types': ['premise']}]",1.3526673,103.9429565
TAMPINES PLAZA 2,"5 TAMPINES CENTRAL 1, SINGAPORE 529541","[{'address_components': [{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Tampines Central 1', 'short_name': 'Tampines Central 1', 'types': ['route']}, {'long_name': 'Tampines', 'short_name': 'Tampines', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '529541', 'short_name': '529541', 'types': ['postal_code']}], 'formatted_address': '5 Tampines Central 1, Singapore 529541', 'geometry': {'bounds': {'northeast': {'lat': 1.3534233, 'lng': 103.9429684}, 'southwest': {'lat': 1.3529497, 'lng': 103.9424948}}, 'location': {'lat': 1.3531865, 'lng': 103.9427316}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.354542180291502, 'lng': 103.9440805802915}, 'southwest': {'lat': 1.351844219708498, 'lng': 103.9413826197085}}}, 'place_id': 'ChIJ-Vn2GRI92jERHB44CzGgHFE', 'types': ['premise']}]",1.3531865,103.9427316
"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW","382 HAVELOCK ROAD, SINGAPORE 169629","[{'address_components': [{'long_name': '382', 'short_name': '382', 'types': ['street_number']}, {'long_name': 'Havelock Road', 'short_name': 'Havelock Rd', 'types': ['route']}, {'long_name': 'Singapore River', 'short_name': 'Singapore River', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '169629', 'short_name': '169629', 'types': ['postal_code']}], 'formatted_address': '382 Havelock Rd, Singapore 169629', 'geometry': {'bounds': {'northeast': {'lat': 1.2895789, 'lng': 103.837137}, 'southwest': {'lat': 1.2891552, 'lng': 103.8362554}}, 'location': {'lat': 1.2893259, 'lng': 103.8367123}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.290706880291502, 'lng': 103.8380451802915}, 'southwest': {'lat': 1.288008919708498, 'lng': 103.8353472197085}}}, 'place_id': 'ChIJIzOQhp0Z2jERWH06f_IR9ng', 'types': ['premise']}]",1.2893259,103.8367123
HEALTH SCIENCES AUTHORITY BUILDING,"11 OUTRAM ROAD, SINGAPORE 169078","[{'address_components': [{'long_name': '11', 'short_name': '11', 'types': ['street_number']}, {'long_name': 'Outram Road', 'short_name': 'Outram Rd', 'types': ['route']}, {'long_name': 'Bukit Merah', 'short_name': 'Bukit Merah', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '169078', 'short_name': '169078', 'types': ['postal_code']}], 'formatted_address': '11 Outram Rd, Singapore 169078', 'geometry': {'bounds': {'northeast': {'lat': 1.2807101, 'lng': 103.8390446}, 'southwest': {'lat': 1.2801202, 'lng': 103.8379193}}, 'location': {'lat': 1.2804789, 'lng': 103.8384306}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.281886980291502, 'lng': 103.8397563802915}, 'southwest': {'lat': 1.279189019708498, 'lng': 103.8370584197085}}}, 'place_id': 'ChIJVf208XEZ2jERtxLsXq1gpEQ', 'types': ['premise']}]",1.2804789,103.8384306
CAPITAL SQUARE,"23 CHURCH STREET, SINGAPORE 049481","[{'address_components': [{'long_name': '23', 'short_name': '23', 'types': ['street_number']}, {'long_name': 'Church Street', 'short_name': 'Church St', 'types': ['route']}, {'long_name': 'Outram', 'short_name': 'Outram', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '049481', 'short_name': '049481', 'types': ['postal_code']}], 'formatted_address': '23 Church St, Singapore 049481', 'geometry': {'location': {'lat': 1.283932, 'lng': 103.8485482}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.285274630291502, 'lng': 103.8504194302915}, 'southwest': {'lat': 1.282576669708498, 'lng': 103.8477214697085}}}, 'place_id': 'ChIJXYuZbQwZ2jERCaWYSslfZvM', 'plus_code': {'compound_code': '7RMX+HC Singapore', 'global_code': '6PH57RMX+HC'}, 'types': ['street_address']}]",1.283932,103.8485482
8 ON CLAYMORE,"8 CLAYMORE HILL, SINGAPORE 229572","[{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Claymore Hill', 'short_name': 'Claymore Hill', 'types': ['route']}, {'long_name': 'Central Area', 'short_name': 'Central Area', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '229572', 'short_name': '229572', 'types': ['postal_code']}], 'formatted_address': '8 Claymore Hill, Singapore 229572', 'geometry': {'bounds': {'northeast': {'lat': 1.3078691, 'lng': 103.8322358}, 'southwest': {'lat': 1.3074183, 'lng': 103.831715}}, 'location': {'lat': 1.3077225, 'lng': 103.8318303}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.308992680291502, 'lng': 103.8332757302915}, 'southwest': {'lat': 1.306294719708498, 'lng': 103.8305777697085}}}, 'place_id': 'ChIJA1rJS40Z2jERiV4XwiPIkxE', 'types': ['premise']}]",1.3077225,103.8318303
BUGIS CUBE,"470 NORTH BRIDGE ROAD, SINGAPORE 188735","[{'address_components': [{'long_name': '470', 'short_name': '470', 'types': ['street_number']}, {'long_name': 'North Bridge Road', 'short_name': 'North Bridge Rd', 'types': ['route']}, {'long_name': 'Downtown Core', 'short_name': 'Downtown Core', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '188735', 'short_name': '188735', 'types': ['postal_code']}], 'formatted_address': '470 North Bridge Rd, Singapore 188735', 'geometry': {'bounds': {'northeast': {'lat': 1.2984236, 'lng': 103.8558874}, 'southwest': {'lat': 1.2979192, 'lng': 103.8554366}}, 'location': {'lat': 1.2981918, 'lng': 103.8556572}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.299520380291502, 'lng': 103.8570109802915}, 'southwest': {'lat': 1.296822419708498, 'lng': 103.8543130197085}}}, 'place_id': 'ChIJjXZ_TaUZ2jER7rnJhCFpdLI', 'types': ['premise']}]",1.2981918,103.8556572
KATONG SQUARE,"86 EAST COAST ROAD, SINGAPORE 428788","[{'address_components': [{'long_name': '86', 'short_name': '86', 'types': ['street_number']}, {'long_name': 'East Coast Road', 'short_name': 'E Coast Rd', 'types': ['route']}, {'long_name': 'Marine Parade', 'short_name': 'Marine Parade', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '428788', 'short_name': '428788', 'types': ['postal_code']}], 'formatted_address': '86 E Coast Rd, Singapore 428788', 'geometry': {'location': {'lat': 1.3044294, 'lng': 103.9047046}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 1.305748230291502, 'lng': 103.9060061802915}, 'southwest': {'lat': 1.303050269708498, 'lng': 103.9033082197085}}}, 'place_id': 'ChIJacjyRHIY2jERDusoJXe2nRE', 'types': ['subpremise']}]",1.3044294,103.9047046
